Station,year,Recording,PeopleCount
Aldgate East,2008,Entry Sunday,6543
Aldgate East,2008,Exit Weekday,13066
Aldgate East,2008,Exit Saturday,6008
Aldgate East,2008,Exit Sunday,6959
Aldgate East,2008,Annual Entry + Exit,8152761
Alperton,2008,Entry Weekday,4725
Alperton,2008,Entry Saturday,3398
Alperton,2008,Entry Sunday,2419
Alperton,2008,Exit Weekday,4848
Alperton,2008,Exit Saturday,3513
Alperton,2008,Exit Sunday,2512
Alperton,2008,Annual Entry + Exit,3072270
Amersham,2008,Entry Weekday,3613
Amersham,2008,Entry Saturday,1720
Amersham,2008,Entry Sunday,1056
Amersham,2008,Exit Weekday,3769
Amersham,2008,Exit Saturday,1815
Amersham,2008,Exit Sunday,986
Amersham,2008,Annual Entry + Exit,2171944
Angel,2008,Entry Weekday,27678
Angel,2008,Entry Saturday,23008
Angel,2008,Entry Sunday,13437
Angel,2008,Exit Weekday,27120
Angel,2008,Exit Saturday,23425
Angel,2008,Exit Sunday,12764
Angel,2008,Annual Entry + Exit,17824269
Archway,2008,Entry Weekday,13553
Archway,2008,Entry Saturday,9322
Archway,2008,Entry Sunday,5907
Archway,2008,Exit Weekday,12816
Archway,2008,Exit Saturday,7668
Archway,2008,Exit Sunday,5652
Archway,2008,Annual Entry + Exit,8236818
Arnos Grove,2008,Entry Weekday,7008
Arnos Grove,2008,Entry Saturday,4916
Arnos Grove,2008,Entry Sunday,2992
Arnos Grove,2008,Exit Weekday,6554
Arnos Grove,2008,Exit Saturday,4282
Arnos Grove,2008,Exit Sunday,2782
Arnos Grove,2008,Annual Entry + Exit,4250148
Arsenal,2008,Entry Weekday,5093
Arsenal,2008,Entry Saturday,4360
Arsenal,2008,Entry Sunday,2620
Arsenal,2008,Exit Weekday,4581
Arsenal,2008,Exit Saturday,4537
Arsenal,2008,Exit Sunday,2512
Arsenal,2008,Annual Entry + Exit,3212954
Baker Street,2008,Entry Weekday,39226
Baker Street,2008,Entry Saturday,27177
Baker Street,2008,Entry Sunday,18801
Baker Street,2008,Exit Weekday,38436
Baker Street,2008,Exit Saturday,26209
Baker Street,2008,Exit Sunday,18162
Baker Street,2008,Annual Entry + Exit,24605375
Balham,2008,Entry Weekday,18298
Balham,2008,Entry Saturday,13478
Balham,2008,Entry Sunday,8284
Balham,2008,Exit Weekday,18187
Balham,2008,Exit Saturday,12628
Balham,2008,Exit Sunday,8187
Balham,2008,Annual Entry + Exit,11560006
Bank & Monument,2008,Entry Weekday,77439
Bank & Monument,2008,Entry Saturday,15374
Bank & Monument,2008,Entry Sunday,9132
Bank & Monument,2008,Exit Weekday,80820
Bank & Monument,2008,Exit Saturday,17336
Bank & Monument,2008,Exit Sunday,9231
Bank & Monument,2008,Annual Entry + Exit,42823864
Barbican,2008,Entry Weekday,17711
Barbican,2008,Entry Saturday,6415
Barbican,2008,Entry Sunday,4050
Barbican,2008,Exit Weekday,17515
Barbican,2008,Exit Saturday,6138
Barbican,2008,Exit Sunday,3849
Barbican,2008,Annual Entry + Exit,10030975
Barking,2008,Entry Weekday,19864
Barking,2008,Entry Saturday,14422
Barking,2008,Entry Sunday,9528
Barking,2008,Exit Weekday,16117
Barking,2008,Exit Saturday,13864
Barking,2008,Exit Sunday,9159
Barking,2008,Annual Entry + Exit,11676598
Barkingside,2008,Entry Weekday,1657
Barkingside,2008,Entry Saturday,708
Barkingside,2008,Entry Sunday,417
Barkingside,2008,Exit Weekday,1610
Barkingside,2008,Exit Saturday,735
Barkingside,2008,Exit Sunday,450
Barkingside,2008,Annual Entry + Exit,952740
Barons Court,2008,Entry Weekday,11904
Barons Court,2008,Entry Saturday,6074
Barons Court,2008,Entry Sunday,4108
Barons Court,2008,Exit Weekday,10753
Barons Court,2008,Exit Saturday,4935
Barons Court,2008,Exit Sunday,3920
Barons Court,2008,Annual Entry + Exit,6778341
Bayswater,2008,Entry Weekday,8437
Bayswater,2008,Entry Saturday,9106
Bayswater,2008,Entry Sunday,7484
Bayswater,2008,Exit Weekday,8126
Bayswater,2008,Exit Saturday,9222
Bayswater,2008,Exit Sunday,6737
Bayswater,2008,Annual Entry + Exit,5982534
Becontree,2008,Entry Weekday,4215
Becontree,2008,Entry Saturday,3240
Becontree,2008,Entry Sunday,1437
Becontree,2008,Exit Weekday,3910
Becontree,2008,Exit Saturday,3143
Becontree,2008,Exit Sunday,1275
Becontree,2008,Annual Entry + Exit,2547549
Belsize Park,2008,Entry Weekday,10438
Belsize Park,2008,Entry Saturday,6039
Belsize Park,2008,Entry Sunday,4023
Belsize Park,2008,Exit Weekday,9696
Belsize Park,2008,Exit Saturday,5304
Belsize Park,2008,Exit Sunday,3791
Belsize Park,2008,Annual Entry + Exit,6144764
Bermondsey,2008,Entry Weekday,11490
Bermondsey,2008,Entry Saturday,6277
Bermondsey,2008,Entry Sunday,4245
Bermondsey,2008,Exit Weekday,10492
Bermondsey,2008,Exit Saturday,5278
Bermondsey,2008,Exit Sunday,4102
Bermondsey,2008,Annual Entry + Exit,6654779
Bethnal Green,2008,Entry Weekday,23592
Bethnal Green,2008,Entry Saturday,17905
Bethnal Green,2008,Entry Sunday,11422
Bethnal Green,2008,Exit Weekday,20823
Bethnal Green,2008,Exit Saturday,15424
Bethnal Green,2008,Exit Sunday,10645
Bethnal Green,2008,Annual Entry + Exit,14272056
Blackfriars,2008,Entry Weekday,24068
Blackfriars,2008,Entry Saturday,8068
Blackfriars,2008,Entry Sunday,5127
Blackfriars,2008,Exit Weekday,22629
Blackfriars,2008,Exit Saturday,6529
Blackfriars,2008,Exit Sunday,4441
Blackfriars,2008,Annual Entry + Exit,13137897
Blackhorse Road,2008,Entry Weekday,9942
Blackhorse Road,2008,Entry Saturday,7551
Blackhorse Road,2008,Entry Sunday,4921
Blackhorse Road,2008,Exit Weekday,9203
Blackhorse Road,2008,Exit Saturday,6356
Blackhorse Road,2008,Exit Sunday,4001
Blackhorse Road,2008,Annual Entry + Exit,6093247
Bond Street,2008,Entry Weekday,56833
Bond Street,2008,Entry Saturday,46783
Bond Street,2008,Entry Sunday,25941
Bond Street,2008,Exit Weekday,56028
Bond Street,2008,Exit Saturday,45735
Bond Street,2008,Exit Sunday,25613
Bond Street,2008,Annual Entry + Exit,36406455
Borough,2008,Entry Weekday,6568
Borough,2008,Entry Saturday,4091
Borough,2008,Entry Sunday,2799
Borough,2008,Exit Weekday,6727
Borough,2008,Exit Saturday,4368
Borough,2008,Exit Sunday,2917
Borough,2008,Annual Entry + Exit,4140747
Boston Manor,2008,Entry Weekday,3181
Boston Manor,2008,Entry Saturday,2252
Boston Manor,2008,Entry Sunday,1453
Boston Manor,2008,Exit Weekday,3121
Boston Manor,2008,Exit Saturday,1957
Boston Manor,2008,Exit Sunday,1440
Boston Manor,2008,Annual Entry + Exit,1983961
Bounds Green,2008,Entry Weekday,9553
Bounds Green,2008,Entry Saturday,6766
Bounds Green,2008,Entry Sunday,4420
Bounds Green,2008,Exit Weekday,8694
Bounds Green,2008,Exit Saturday,5720
Bounds Green,2008,Exit Sunday,4254
Bounds Green,2008,Annual Entry + Exit,5777529
Bow Road,2008,Entry Weekday,8425
Bow Road,2008,Entry Saturday,5944
Bow Road,2008,Entry Sunday,3979
Bow Road,2008,Exit Weekday,8305
Bow Road,2008,Exit Saturday,5352
Bow Road,2008,Exit Sunday,4426
Bow Road,2008,Annual Entry + Exit,5315977
Brent Cross,2008,Entry Weekday,3506
Brent Cross,2008,Entry Saturday,2394
Brent Cross,2008,Entry Sunday,1840
Brent Cross,2008,Exit Weekday,3347
Brent Cross,2008,Exit Saturday,2245
Brent Cross,2008,Exit Sunday,1818
Brent Cross,2008,Annual Entry + Exit,2190859
Brixton,2008,Entry Weekday,35213
Brixton,2008,Entry Saturday,28513
Brixton,2008,Entry Sunday,14240
Brixton,2008,Exit Weekday,30640
Brixton,2008,Exit Saturday,20750
Brixton,2008,Exit Sunday,14666
Brixton,2008,Annual Entry + Exit,20927939
Bromley-by-Bow,2008,Entry Weekday,4456
Bromley-by-Bow,2008,Entry Saturday,3146
Bromley-by-Bow,2008,Entry Sunday,2055
Bromley-by-Bow,2008,Exit Weekday,4287
Bromley-by-Bow,2008,Exit Saturday,2629
Bromley-by-Bow,2008,Exit Sunday,1903
Bromley-by-Bow,2008,Annual Entry + Exit,2745801
Buckhurst Hill,2008,Entry Weekday,2865
Buckhurst Hill,2008,Entry Saturday,1457
Buckhurst Hill,2008,Entry Sunday,679
Buckhurst Hill,2008,Exit Weekday,2586
Buckhurst Hill,2008,Exit Saturday,1242
Buckhurst Hill,2008,Exit Sunday,636
Buckhurst Hill,2008,Annual Entry + Exit,1597036
Burnt Oak,2008,Entry Weekday,5894
Burnt Oak,2008,Entry Saturday,3920
Burnt Oak,2008,Entry Sunday,2633
Burnt Oak,2008,Exit Weekday,5219
Burnt Oak,2008,Exit Saturday,3662
Burnt Oak,2008,Exit Sunday,2579
Burnt Oak,2008,Annual Entry + Exit,3513361
Caledonian Road,2008,Entry Weekday,8242
Caledonian Road,2008,Entry Saturday,5770
Caledonian Road,2008,Entry Sunday,3749
Caledonian Road,2008,Exit Weekday,7354
Caledonian Road,2008,Exit Saturday,4809
Caledonian Road,2008,Exit Sunday,3648
Caledonian Road,2008,Annual Entry + Exit,4932319
Camden Town,2008,Entry Weekday,25788
Camden Town,2008,Entry Saturday,34218
Camden Town,2008,Entry Sunday,15386
Camden Town,2008,Exit Weekday,27385
Camden Town,2008,Exit Saturday,38233
Camden Town,2008,Exit Sunday,25682
Camden Town,2008,Annual Entry + Exit,19643233
Canada Water,2008,Entry Weekday,17628
Canada Water,2008,Entry Saturday,13945
Canada Water,2008,Entry Sunday,9237
Canada Water,2008,Exit Weekday,17718
Canada Water,2008,Exit Saturday,13021
Canada Water,2008,Exit Sunday,9137
Canada Water,2008,Annual Entry + Exit,11428836
Canary Wharf,2008,Entry Weekday,75917
Canary Wharf,2008,Entry Saturday,26431
Canary Wharf,2008,Entry Sunday,15490
Canary Wharf,2008,Exit Weekday,77732
Canary Wharf,2008,Exit Saturday,26738
Canary Wharf,2008,Exit Sunday,16233
Canary Wharf,2008,Annual Entry + Exit,43509642
Canning Town,2008,Entry Weekday,12489
Canning Town,2008,Entry Saturday,7663
Canning Town,2008,Entry Sunday,8995
Canning Town,2008,Exit Weekday,11984
Canning Town,2008,Exit Saturday,7069
Canning Town,2008,Exit Sunday,8377
Canning Town,2008,Annual Entry + Exit,7982681
Cannon Street,2008,Entry Weekday,9271
Cannon Street,2008,Entry Saturday,2023
Cannon Street,2008,Entry Sunday,0
Cannon Street,2008,Exit Weekday,7969
Cannon Street,2008,Exit Saturday,1415
Cannon Street,2008,Exit Sunday,0
Cannon Street,2008,Annual Entry + Exit,4540496
Canons Park,2008,Entry Weekday,2648
Canons Park,2008,Entry Saturday,1352
Canons Park,2008,Entry Sunday,759
Canons Park,2008,Exit Weekday,2635
Canons Park,2008,Exit Saturday,1244
Canons Park,2008,Exit Sunday,749
Canons Park,2008,Annual Entry + Exit,1560563
Chalfont & Latimer,2008,Entry Weekday,2106
Chalfont & Latimer,2008,Entry Saturday,850
Chalfont & Latimer,2008,Entry Sunday,512
Chalfont & Latimer,2008,Exit Weekday,2036
Chalfont & Latimer,2008,Exit Saturday,794
Chalfont & Latimer,2008,Exit Sunday,462
Chalfont & Latimer,2008,Annual Entry + Exit,1190880
Chalk Farm,2008,Entry Weekday,7897
Chalk Farm,2008,Entry Saturday,7100
Chalk Farm,2008,Entry Sunday,5483
Chalk Farm,2008,Exit Weekday,6551
Chalk Farm,2008,Exit Saturday,5506
Chalk Farm,2008,Exit Sunday,3722
Chalk Farm,2008,Annual Entry + Exit,4853951
Chancery Lane,2008,Entry Weekday,27117
Chancery Lane,2008,Entry Saturday,6982
Chancery Lane,2008,Entry Sunday,3476
Chancery Lane,2008,Exit Weekday,29043
Chancery Lane,2008,Exit Saturday,7564
Chancery Lane,2008,Exit Sunday,3654
Chancery Lane,2008,Annual Entry + Exit,15385542
Charing Cross,2008,Entry Weekday,35240
Charing Cross,2008,Entry Saturday,31857
Charing Cross,2008,Entry Sunday,20886
Charing Cross,2008,Exit Weekday,35664
Charing Cross,2008,Exit Saturday,29147
Charing Cross,2008,Exit Sunday,17792
Charing Cross,2008,Annual Entry + Exit,23392922
Chesham,2008,Entry Weekday,823
Chesham,2008,Entry Saturday,439
Chesham,2008,Entry Sunday,234
Chesham,2008,Exit Weekday,668
Chesham,2008,Exit Saturday,431
Chesham,2008,Exit Sunday,229
Chesham,2008,Annual Entry + Exit,449780
Chigwell,2008,Entry Weekday,792
Chigwell,2008,Entry Saturday,365
Chigwell,2008,Entry Sunday,161
Chigwell,2008,Exit Weekday,598
Chigwell,2008,Exit Saturday,319
Chigwell,2008,Exit Sunday,160
Chigwell,2008,Annual Entry + Exit,406177
Chiswick Park,2008,Entry Weekday,3282
Chiswick Park,2008,Entry Saturday,1983
Chiswick Park,2008,Entry Sunday,1167
Chiswick Park,2008,Exit Weekday,3443
Chiswick Park,2008,Exit Saturday,1909
Chiswick Park,2008,Exit Sunday,1276
Chiswick Park,2008,Annual Entry + Exit,2047946
Chorleywood,2008,Entry Weekday,1563
Chorleywood,2008,Entry Saturday,706
Chorleywood,2008,Entry Sunday,326
Chorleywood,2008,Exit Weekday,1417
Chorleywood,2008,Exit Saturday,683
Chorleywood,2008,Exit Sunday,313
Chorleywood,2008,Annual Entry + Exit,863869
Clapham Common,2008,Entry Weekday,13012
Clapham Common,2008,Entry Saturday,11736
Clapham Common,2008,Entry Sunday,7335
Clapham Common,2008,Exit Weekday,14166
Clapham Common,2008,Exit Saturday,13071
Clapham Common,2008,Exit Sunday,7633
Clapham Common,2008,Annual Entry + Exit,9049110
Clapham North,2008,Entry Weekday,7828
Clapham North,2008,Entry Saturday,8245
Clapham North,2008,Entry Sunday,5102
Clapham North,2008,Exit Weekday,9561
Clapham North,2008,Exit Saturday,7936
Clapham North,2008,Exit Sunday,5208
Clapham North,2008,Annual Entry + Exit,5849119
Clapham South,2008,Entry Weekday,12320
Clapham South,2008,Entry Saturday,8454
Clapham South,2008,Entry Sunday,5326
Clapham South,2008,Exit Weekday,11953
Clapham South,2008,Exit Saturday,7497
Clapham South,2008,Exit Sunday,5328
Clapham South,2008,Annual Entry + Exit,7599107
Cockfosters,2008,Entry Weekday,2798
Cockfosters,2008,Entry Saturday,2166
Cockfosters,2008,Entry Sunday,1278
Cockfosters,2008,Exit Weekday,2705
Cockfosters,2008,Exit Saturday,2113
Cockfosters,2008,Exit Sunday,1265
Cockfosters,2008,Annual Entry + Exit,1764804
Colindale,2008,Entry Weekday,6830
Colindale,2008,Entry Saturday,4407
Colindale,2008,Entry Sunday,2990
Colindale,2008,Exit Weekday,6370
Colindale,2008,Exit Saturday,3706
Colindale,2008,Exit Sunday,2749
Colindale,2008,Annual Entry + Exit,4100077
Colliers Wood,2008,Entry Weekday,8906
Colliers Wood,2008,Entry Saturday,6499
Colliers Wood,2008,Entry Sunday,4302
Colliers Wood,2008,Exit Weekday,8262
Colliers Wood,2008,Exit Saturday,5818
Colliers Wood,2008,Exit Sunday,4134
Colliers Wood,2008,Annual Entry + Exit,5481712
Covent Garden,2008,Entry Weekday,21315
Covent Garden,2008,Entry Saturday,27893
Covent Garden,2008,Entry Sunday,16759
Covent Garden,2008,Exit Weekday,25206
Covent Garden,2008,Exit Saturday,40457
Covent Garden,2008,Exit Sunday,20336
Covent Garden,2008,Annual Entry + Exit,17512618
Croxley,2008,Entry Weekday,1309
Croxley,2008,Entry Saturday,550
Croxley,2008,Entry Sunday,254
Croxley,2008,Exit Weekday,1319
Croxley,2008,Exit Saturday,506
Croxley,2008,Exit Sunday,245
Croxley,2008,Annual Entry + Exit,749237
Dagenham East,2008,Entry Weekday,3643
Dagenham East,2008,Entry Saturday,2150
Dagenham East,2008,Entry Sunday,1311
Dagenham East,2008,Exit Weekday,3410
Dagenham East,2008,Exit Saturday,1979
Dagenham East,2008,Exit Sunday,1159
Dagenham East,2008,Annual Entry + Exit,2144847
Dagenham Heathway,2008,Entry Weekday,7038
Dagenham Heathway,2008,Entry Saturday,3689
Dagenham Heathway,2008,Entry Sunday,1965
Dagenham Heathway,2008,Exit Weekday,6626
Dagenham Heathway,2008,Exit Saturday,3652
Dagenham Heathway,2008,Exit Sunday,2155
Dagenham Heathway,2008,Annual Entry + Exit,4081804
Debden,2008,Entry Weekday,3343
Debden,2008,Entry Saturday,1184
Debden,2008,Entry Sunday,537
Debden,2008,Exit Weekday,2941
Debden,2008,Exit Saturday,975
Debden,2008,Exit Sunday,477
Debden,2008,Annual Entry + Exit,1761946
Dollis Hill,2008,Entry Weekday,6325
Dollis Hill,2008,Entry Saturday,4466
Dollis Hill,2008,Entry Sunday,3540
Dollis Hill,2008,Exit Weekday,4644
Dollis Hill,2008,Exit Saturday,4223
Dollis Hill,2008,Exit Sunday,3770
Dollis Hill,2008,Annual Entry + Exit,3658275
Ealing Broadway,2008,Entry Weekday,28504
Ealing Broadway,2008,Entry Saturday,19715
Ealing Broadway,2008,Entry Sunday,13202
Ealing Broadway,2008,Exit Weekday,28119
Ealing Broadway,2008,Exit Saturday,18472
Ealing Broadway,2008,Exit Sunday,13131
Ealing Broadway,2008,Annual Entry + Exit,17864990
Ealing Common,2008,Entry Weekday,5305
Ealing Common,2008,Entry Saturday,3893
Ealing Common,2008,Entry Sunday,2562
Ealing Common,2008,Exit Weekday,5338
Ealing Common,2008,Exit Saturday,3841
Ealing Common,2008,Exit Sunday,2549
Ealing Common,2008,Annual Entry + Exit,3396396
Earl's Court,2008,Entry Weekday,31024
Earl's Court,2008,Entry Saturday,28334
Earl's Court,2008,Entry Sunday,21459
Earl's Court,2008,Exit Weekday,28531
Earl's Court,2008,Exit Saturday,27336
Earl's Court,2008,Exit Sunday,20296
Earl's Court,2008,Annual Entry + Exit,20425800
East Acton,2008,Entry Weekday,6216
East Acton,2008,Entry Saturday,4391
East Acton,2008,Entry Sunday,2956
East Acton,2008,Exit Weekday,6169
East Acton,2008,Exit Saturday,3846
East Acton,2008,Exit Sunday,2746
East Acton,2008,Annual Entry + Exit,3898147
East Finchley,2008,Entry Weekday,9942
East Finchley,2008,Entry Saturday,6369
East Finchley,2008,Entry Sunday,3855
East Finchley,2008,Exit Weekday,9365
East Finchley,2008,Exit Saturday,5509
East Finchley,2008,Exit Sunday,3672
East Finchley,2008,Annual Entry + Exit,5946420
East Ham,2008,Entry Weekday,19906
East Ham,2008,Entry Saturday,15123
East Ham,2008,Entry Sunday,10899
East Ham,2008,Exit Weekday,19365
East Ham,2008,Exit Saturday,13527
East Ham,2008,Exit Sunday,10207
East Ham,2008,Annual Entry + Exit,12670617
East Putney,2008,Entry Weekday,9549
East Putney,2008,Entry Saturday,7142
East Putney,2008,Entry Sunday,4479
East Putney,2008,Exit Weekday,8589
East Putney,2008,Exit Saturday,6409
East Putney,2008,Exit Sunday,4221
East Putney,2008,Annual Entry + Exit,5806866
Eastcote,2008,Entry Weekday,4185
Eastcote,2008,Entry Saturday,2443
Eastcote,2008,Entry Sunday,1278
Eastcote,2008,Exit Weekday,3959
Eastcote,2008,Exit Saturday,2244
Eastcote,2008,Exit Sunday,1297
Eastcote,2008,Annual Entry + Exit,2456081
Edgware,2008,Entry Weekday,5968
Edgware,2008,Entry Saturday,3999
Edgware,2008,Entry Sunday,2858
Edgware,2008,Exit Weekday,5817
Edgware,2008,Exit Saturday,3700
Edgware,2008,Exit Sunday,2804
Edgware,2008,Annual Entry + Exit,3716011
Edgware Road (Bak),2008,Entry Weekday,5939
Edgware Road (Bak),2008,Entry Saturday,4219
Edgware Road (Bak),2008,Entry Sunday,2496
Edgware Road (Bak),2008,Exit Weekday,5870
Edgware Road (Bak),2008,Exit Saturday,4017
Edgware Road (Bak),2008,Exit Sunday,2356
Edgware Road (Bak),2008,Annual Entry + Exit,3702217
Edgware Road (Cir),2008,Entry Weekday,9841
Edgware Road (Cir),2008,Entry Saturday,6182
Edgware Road (Cir),2008,Entry Sunday,4151
Edgware Road (Cir),2008,Exit Weekday,9726
Edgware Road (Cir),2008,Exit Saturday,5789
Edgware Road (Cir),2008,Exit Sunday,3757
Edgware Road (Cir),2008,Annual Entry + Exit,6039515
Elephant & Castle,2008,Entry Weekday,30557
Elephant & Castle,2008,Entry Saturday,19762
Elephant & Castle,2008,Entry Sunday,13661
Elephant & Castle,2008,Exit Weekday,28316
Elephant & Castle,2008,Exit Saturday,19191
Elephant & Castle,2008,Exit Sunday,13728
Elephant & Castle,2008,Annual Entry + Exit,18536376
Elm Park,2008,Entry Weekday,4252
Elm Park,2008,Entry Saturday,2009
Elm Park,2008,Entry Sunday,952
Elm Park,2008,Exit Weekday,4033
Elm Park,2008,Exit Saturday,1607
Elm Park,2008,Exit Sunday,928
Elm Park,2008,Annual Entry + Exit,2395057
Embankment,2008,Entry Weekday,30963
Embankment,2008,Entry Saturday,25678
Embankment,2008,Entry Sunday,16900
Embankment,2008,Exit Weekday,31798
Embankment,2008,Exit Saturday,28971
Embankment,2008,Exit Sunday,19148
Embankment,2008,Annual Entry + Exit,20847113
Epping,2008,Entry Weekday,4363
Epping,2008,Entry Saturday,2540
Epping,2008,Entry Sunday,1458
Epping,2008,Exit Weekday,3807
Epping,2008,Exit Saturday,2271
Epping,2008,Exit Sunday,1309
Epping,2008,Annual Entry + Exit,2480435
Euston,2008,Entry Weekday,46371
Euston,2008,Entry Saturday,26524
Euston,2008,Entry Sunday,19523
Euston,2008,Exit Weekday,45203
Euston,2008,Exit Saturday,26643
Euston,2008,Exit Sunday,17632
Euston,2008,Annual Entry + Exit,28125051
Euston Square,2008,Entry Weekday,18113
Euston Square,2008,Entry Saturday,6331
Euston Square,2008,Entry Sunday,4537
Euston Square,2008,Exit Weekday,18838
Euston Square,2008,Exit Saturday,6828
Euston Square,2008,Exit Sunday,4817
Euston Square,2008,Annual Entry + Exit,10584757
Fairlop,2008,Entry Weekday,1410
Fairlop,2008,Entry Saturday,643
Fairlop,2008,Entry Sunday,338
Fairlop,2008,Exit Weekday,1341
Fairlop,2008,Exit Saturday,638
Fairlop,2008,Exit Sunday,363
Fairlop,2008,Annual Entry + Exit,803974
Farringdon,2008,Entry Weekday,35236
Farringdon,2008,Entry Saturday,8290
Farringdon,2008,Entry Sunday,4416
Farringdon,2008,Exit Weekday,33820
Farringdon,2008,Exit Saturday,8569
Farringdon,2008,Exit Sunday,3857
Farringdon,2008,Annual Entry + Exit,18835943
Finchley Central,2008,Entry Weekday,8303
Finchley Central,2008,Entry Saturday,5957
Finchley Central,2008,Entry Sunday,3144
Finchley Central,2008,Exit Weekday,7949
Finchley Central,2008,Exit Saturday,5031
Finchley Central,2008,Exit Sunday,3141
Finchley Central,2008,Annual Entry + Exit,5053947
Finchley Road,2008,Entry Weekday,16033
Finchley Road,2008,Entry Saturday,12141
Finchley Road,2008,Entry Sunday,8745
Finchley Road,2008,Exit Weekday,15509
Finchley Road,2008,Exit Saturday,10998
Finchley Road,2008,Exit Sunday,8112
Finchley Road,2008,Annual Entry + Exit,10177917
Finsbury Park,2008,Entry Weekday,43906
Finsbury Park,2008,Entry Saturday,36466
Finsbury Park,2008,Entry Sunday,20090
Finsbury Park,2008,Exit Weekday,37631
Finsbury Park,2008,Exit Saturday,28371
Finsbury Park,2008,Exit Sunday,18870
Finsbury Park,2008,Annual Entry + Exit,26299025
Fulham Broadway,2008,Entry Weekday,15200
Fulham Broadway,2008,Entry Saturday,11367
Fulham Broadway,2008,Entry Sunday,6890
Fulham Broadway,2008,Exit Weekday,15132
Fulham Broadway,2008,Exit Saturday,11111
Fulham Broadway,2008,Exit Sunday,6521
Fulham Broadway,2008,Annual Entry + Exit,9634101
Gants Hill,2008,Entry Weekday,8043
Gants Hill,2008,Entry Saturday,4344
Gants Hill,2008,Entry Sunday,2657
Gants Hill,2008,Exit Weekday,7537
Gants Hill,2008,Exit Saturday,4130
Gants Hill,2008,Exit Sunday,2601
Gants Hill,2008,Annual Entry + Exit,4692610
Gloucester Road,2008,Entry Weekday,21149
Gloucester Road,2008,Entry Saturday,15439
Gloucester Road,2008,Entry Sunday,11811
Gloucester Road,2008,Exit Weekday,20636
Gloucester Road,2008,Exit Saturday,15421
Gloucester Road,2008,Exit Sunday,11021
Gloucester Road,2008,Annual Entry + Exit,13523413
Golders Green,2008,Entry Weekday,12010
Golders Green,2008,Entry Saturday,9082
Golders Green,2008,Entry Sunday,6801
Golders Green,2008,Exit Weekday,11600
Golders Green,2008,Exit Saturday,8332
Golders Green,2008,Exit Sunday,6593
Golders Green,2008,Annual Entry + Exit,7669104
Goldhawk Road,2008,Entry Weekday,2829
Goldhawk Road,2008,Entry Saturday,2136
Goldhawk Road,2008,Entry Sunday,1193
Goldhawk Road,2008,Exit Weekday,2763
Goldhawk Road,2008,Exit Saturday,1861
Goldhawk Road,2008,Exit Sunday,1251
Goldhawk Road,2008,Annual Entry + Exit,1766816
Goodge Street,2008,Entry Weekday,14451
Goodge Street,2008,Entry Saturday,6785
Goodge Street,2008,Entry Sunday,3493
Goodge Street,2008,Exit Weekday,14714
Goodge Street,2008,Exit Saturday,6659
Goodge Street,2008,Exit Sunday,3553
Goodge Street,2008,Annual Entry + Exit,8493547
Grange Hill,2008,Entry Weekday,842
Grange Hill,2008,Entry Saturday,368
Grange Hill,2008,Entry Sunday,184
Grange Hill,2008,Exit Weekday,738
Grange Hill,2008,Exit Saturday,312
Grange Hill,2008,Exit Sunday,174
Grange Hill,2008,Annual Entry + Exit,456222
Great Portland Street,2008,Entry Weekday,12146
Great Portland Street,2008,Entry Saturday,5040
Great Portland Street,2008,Entry Sunday,3520
Great Portland Street,2008,Exit Weekday,11835
Great Portland Street,2008,Exit Saturday,4767
Great Portland Street,2008,Exit Sunday,2949
Great Portland Street,2008,Annual Entry + Exit,6958828
Green Park,2008,Entry Weekday,45738
Green Park,2008,Entry Saturday,24194
Green Park,2008,Entry Sunday,13565
Green Park,2008,Exit Weekday,52685
Green Park,2008,Exit Saturday,31758
Green Park,2008,Exit Sunday,17083
Green Park,2008,Annual Entry + Exit,29618755
Greenford,2008,Entry Weekday,6125
Greenford,2008,Entry Saturday,3918
Greenford,2008,Entry Sunday,2335
Greenford,2008,Exit Weekday,5237
Greenford,2008,Exit Saturday,3571
Greenford,2008,Exit Sunday,2234
Greenford,2008,Annual Entry + Exit,3533585
Gunnersbury,2008,Entry Weekday,6612
Gunnersbury,2008,Entry Saturday,2728
Gunnersbury,2008,Entry Sunday,1606
Gunnersbury,2008,Exit Weekday,6099
Gunnersbury,2008,Exit Saturday,2452
Gunnersbury,2008,Exit Sunday,1542
Gunnersbury,2008,Annual Entry + Exit,3670975
Hainault,2008,Entry Weekday,4198
Hainault,2008,Entry Saturday,1992
Hainault,2008,Entry Sunday,1104
Hainault,2008,Exit Weekday,3896
Hainault,2008,Exit Saturday,1855
Hainault,2008,Exit Sunday,1129
Hainault,2008,Annual Entry + Exit,2379573
Hammersmith (Dis),2008,Entry Weekday,47908
Hammersmith (Dis),2008,Entry Saturday,32994
Hammersmith (Dis),2008,Entry Sunday,22031
Hammersmith (Dis),2008,Exit Weekday,44259
Hammersmith (Dis),2008,Exit Saturday,28427
Hammersmith (Dis),2008,Exit Sunday,19876
Hammersmith (Dis),2008,Annual Entry + Exit,28984656
Hammersmith (H&C),2008,Entry Weekday,14606
Hammersmith (H&C),2008,Entry Saturday,10414
Hammersmith (H&C),2008,Entry Sunday,6674
Hammersmith (H&C),2008,Exit Weekday,14345
Hammersmith (H&C),2008,Exit Saturday,10171
Hammersmith (H&C),2008,Exit Sunday,6527
Hammersmith (H&C),2008,Annual Entry + Exit,9173882
Hampstead,2008,Entry Weekday,6710
Hampstead,2008,Entry Saturday,5503
