Station,year,Recording,PeopleCount
Liverpool Street,2013,Exit Sunday,59324
Liverpool Street,2013,Annual Entry + Exit,67893591
London Bridge,2013,Entry Weekday,112634
London Bridge,2013,Entry Saturday,81268
London Bridge,2013,Entry Sunday,53203
London Bridge,2013,Exit Weekday,106801
London Bridge,2013,Exit Saturday,76551
London Bridge,2013,Exit Sunday,51218
London Bridge,2013,Annual Entry + Exit,69884482
Loughton,2013,Entry Weekday,5241
Loughton,2013,Entry Saturday,3039
Loughton,2013,Entry Sunday,1580
Loughton,2013,Exit Weekday,5294
Loughton,2013,Exit Saturday,2993
Loughton,2013,Exit Sunday,1595
Loughton,2013,Annual Entry + Exit,3166344
Maida Vale,2013,Entry Weekday,5468
Maida Vale,2013,Entry Saturday,4084
Maida Vale,2013,Entry Sunday,2726
Maida Vale,2013,Exit Weekday,4988
Maida Vale,2013,Exit Saturday,3403
Maida Vale,2013,Exit Sunday,2581
Maida Vale,2013,Annual Entry + Exit,3347805
Manor House,2013,Entry Weekday,14635
Manor House,2013,Entry Saturday,11867
Manor House,2013,Entry Sunday,8970
Manor House,2013,Exit Weekday,13385
Manor House,2013,Exit Saturday,9974
Manor House,2013,Exit Sunday,8560
Manor House,2013,Annual Entry + Exit,9259062
Mansion House,2013,Entry Weekday,10471
Mansion House,2013,Entry Saturday,2915
Mansion House,2013,Entry Sunday,2099
Mansion House,2013,Exit Weekday,10351
Mansion House,2013,Exit Saturday,2420
Mansion House,2013,Exit Sunday,1701
Mansion House,2013,Annual Entry + Exit,5769586
Marble Arch,2013,Entry Weekday,25494
Marble Arch,2013,Entry Saturday,22807
Marble Arch,2013,Entry Sunday,16786
Marble Arch,2013,Exit Weekday,23263
Marble Arch,2013,Exit Saturday,19701
Marble Arch,2013,Exit Sunday,13988
Marble Arch,2013,Annual Entry + Exit,16361603
Marylebone,2013,Entry Weekday,21138
Marylebone,2013,Entry Saturday,13341
Marylebone,2013,Entry Sunday,9411
Marylebone,2013,Exit Weekday,21882
Marylebone,2013,Exit Saturday,13797
Marylebone,2013,Exit Sunday,9285
Marylebone,2013,Annual Entry + Exit,13398300
Mile End,2013,Entry Weekday,23906
Mile End,2013,Entry Saturday,16839
Mile End,2013,Entry Sunday,11522
Mile End,2013,Exit Weekday,21076
Mile End,2013,Exit Saturday,14719
Mile End,2013,Exit Sunday,11342
Mile End,2013,Annual Entry + Exit,14370438
Mill Hill East,2013,Entry Weekday,1739
Mill Hill East,2013,Entry Saturday,1007
Mill Hill East,2013,Entry Sunday,624
Mill Hill East,2013,Exit Weekday,2102
Mill Hill East,2013,Exit Saturday,1196
Mill Hill East,2013,Exit Sunday,715
Mill Hill East,2013,Annual Entry + Exit,1165330
Moor Park,2013,Entry Weekday,1472
Moor Park,2013,Entry Saturday,592
Moor Park,2013,Entry Sunday,295
Moor Park,2013,Exit Weekday,1407
Moor Park,2013,Exit Saturday,578
Moor Park,2013,Exit Sunday,301
Moor Park,2013,Annual Entry + Exit,824391
Moorgate,2013,Entry Weekday,39795.08
Moorgate,2013,Entry Saturday,6029
Moorgate,2013,Entry Sunday,3912
Moorgate,2013,Exit Weekday,39906.4032
Moorgate,2013,Exit Saturday,7488
Moorgate,2013,Exit Sunday,4798
Moorgate,2013,Annual Entry + Exit,21381249.25
Morden,2013,Entry Weekday,12729
Morden,2013,Entry Saturday,8061
Morden,2013,Entry Sunday,5777
Morden,2013,Exit Weekday,11855
Morden,2013,Exit Saturday,7347
Morden,2013,Exit Sunday,5670
Morden,2013,Annual Entry + Exit,7696341
Mornington Crescent,2013,Entry Weekday,7324
Mornington Crescent,2013,Entry Saturday,4294
Mornington Crescent,2013,Entry Sunday,11830
Mornington Crescent,2013,Exit Weekday,6329
Mornington Crescent,2013,Exit Saturday,2999
Mornington Crescent,2013,Exit Sunday,2040
Mornington Crescent,2013,Annual Entry + Exit,4651775
Neasden,2013,Entry Weekday,5199
Neasden,2013,Entry Saturday,3308
Neasden,2013,Entry Sunday,2410
Neasden,2013,Exit Weekday,4675
Neasden,2013,Exit Saturday,3101
Neasden,2013,Exit Sunday,2269
Neasden,2013,Annual Entry + Exit,3107451
Newbury Park,2013,Entry Weekday,7961
Newbury Park,2013,Entry Saturday,4618
Newbury Park,2013,Entry Sunday,3329
Newbury Park,2013,Exit Weekday,6263
Newbury Park,2013,Exit Saturday,3777
Newbury Park,2013,Exit Sunday,2784
Newbury Park,2013,Annual Entry + Exit,4395879
North Acton,2013,Entry Weekday,9033
North Acton,2013,Entry Saturday,5612
North Acton,2013,Entry Sunday,4017
North Acton,2013,Exit Weekday,8551
North Acton,2013,Exit Saturday,5145
North Acton,2013,Exit Sunday,3727
North Acton,2013,Annual Entry + Exit,5465012
North Ealing,2013,Entry Weekday,1446
North Ealing,2013,Entry Saturday,915
North Ealing,2013,Entry Sunday,554
North Ealing,2013,Exit Weekday,1352
North Ealing,2013,Exit Saturday,787
North Ealing,2013,Exit Sunday,540
North Ealing,2013,Annual Entry + Exit,860944
North Greenwich,2013,Entry Weekday,32687
North Greenwich,2013,Entry Saturday,26233
North Greenwich,2013,Entry Sunday,19913
North Greenwich,2013,Exit Weekday,34926
North Greenwich,2013,Exit Saturday,28928
North Greenwich,2013,Exit Sunday,21165
North Greenwich,2013,Annual Entry + Exit,22398063
North Harrow,2013,Entry Weekday,2909
North Harrow,2013,Entry Saturday,1408
North Harrow,2013,Entry Sunday,877
North Harrow,2013,Exit Weekday,2793
North Harrow,2013,Exit Saturday,1308
North Harrow,2013,Exit Sunday,853
North Harrow,2013,Annual Entry + Exit,1685908
North Wembley,2013,Entry Weekday,2715
North Wembley,2013,Entry Saturday,1843
North Wembley,2013,Entry Sunday,1235
North Wembley,2013,Exit Weekday,2518
North Wembley,2013,Exit Saturday,1640
North Wembley,2013,Exit Sunday,1176
North Wembley,2013,Annual Entry + Exit,1647314
Northfields,2013,Entry Weekday,6674
Northfields,2013,Entry Saturday,4348
Northfields,2013,Entry Sunday,3035
Northfields,2013,Exit Weekday,6427
Northfields,2013,Exit Saturday,3971
Northfields,2013,Exit Sunday,2988
Northfields,2013,Annual Entry + Exit,4102498
Northolt,2013,Entry Weekday,7583
Northolt,2013,Entry Saturday,5314
Northolt,2013,Entry Sunday,3311
Northolt,2013,Exit Weekday,7051
Northolt,2013,Exit Saturday,4808
Northolt,2013,Exit Sunday,3176
Northolt,2013,Annual Entry + Exit,4611479
Northwick Park,2013,Entry Weekday,6764
Northwick Park,2013,Entry Saturday,2835
Northwick Park,2013,Entry Sunday,2234
Northwick Park,2013,Exit Weekday,6683
Northwick Park,2013,Exit Saturday,2593
Northwick Park,2013,Exit Sunday,2217
Northwick Park,2013,Annual Entry + Exit,3946956
Northwood,2013,Entry Weekday,4194
Northwood,2013,Entry Saturday,2035
Northwood,2013,Entry Sunday,1104
Northwood,2013,Exit Weekday,3516
Northwood,2013,Exit Saturday,1818
Northwood,2013,Exit Sunday,1091
Northwood,2013,Annual Entry + Exit,2280491
Northwood Hills,2013,Entry Weekday,2667
Northwood Hills,2013,Entry Saturday,1264
Northwood Hills,2013,Entry Sunday,843
Northwood Hills,2013,Exit Weekday,2327
Northwood Hills,2013,Exit Saturday,1128
Northwood Hills,2013,Exit Sunday,780
Northwood Hills,2013,Annual Entry + Exit,1483623
Notting Hill Gate,2013,Entry Weekday,24232
Notting Hill Gate,2013,Entry Saturday,29484
Notting Hill Gate,2013,Entry Sunday,15368
Notting Hill Gate,2013,Exit Weekday,23864
Notting Hill Gate,2013,Exit Saturday,34860
Notting Hill Gate,2013,Exit Sunday,16500
Notting Hill Gate,2013,Annual Entry + Exit,17394388
Oakwood,2013,Entry Weekday,4190
Oakwood,2013,Entry Saturday,3378
Oakwood,2013,Entry Sunday,2351
Oakwood,2013,Exit Weekday,4363
Oakwood,2013,Exit Saturday,3197
Oakwood,2013,Exit Sunday,2383
Oakwood,2013,Annual Entry + Exit,2785115
Old Street,2013,Entry Weekday,36342
Old Street,2013,Entry Saturday,19440
Old Street,2013,Entry Sunday,12150
Old Street,2013,Exit Weekday,36048
Old Street,2013,Exit Saturday,21745
Old Street,2013,Exit Sunday,11572
Old Street,2013,Annual Entry + Exit,21855888
Osterley,2013,Entry Weekday,3709
Osterley,2013,Entry Saturday,2827
Osterley,2013,Entry Sunday,1960
Osterley,2013,Exit Weekday,3530
Osterley,2013,Exit Saturday,2386
Osterley,2013,Exit Sunday,1690
Osterley,2013,Annual Entry + Exit,2317893
Oval,2013,Entry Weekday,9548
Oval,2013,Entry Saturday,7142
Oval,2013,Entry Sunday,4808
Oval,2013,Exit Weekday,8955
Oval,2013,Exit Saturday,6106
Oval,2013,Exit Sunday,4375
Oval,2013,Annual Entry + Exit,5911952
Oxford Circus,2013,Entry Weekday,125202
Oxford Circus,2013,Entry Saturday,104570
Oxford Circus,2013,Entry Sunday,59447
Oxford Circus,2013,Exit Weekday,136663
Oxford Circus,2013,Exit Saturday,121075
Oxford Circus,2013,Exit Sunday,63630
Oxford Circus,2013,Annual Entry + Exit,85246928
Paddington,2013,Entry Weekday,78311
Paddington,2013,Entry Saturday,54556
Paddington,2013,Entry Sunday,45320
Paddington,2013,Exit Weekday,76742
Paddington,2013,Exit Saturday,51924
Paddington,2013,Exit Sunday,38500
Paddington,2013,Annual Entry + Exit,49710749
Park Royal,2013,Entry Weekday,2653
Park Royal,2013,Entry Saturday,1542
Park Royal,2013,Entry Sunday,931
Park Royal,2013,Exit Weekday,2774
Park Royal,2013,Exit Saturday,1558
Park Royal,2013,Exit Sunday,928
Park Royal,2013,Annual Entry + Exit,1643912
Parsons Green,2013,Entry Weekday,10754
Parsons Green,2013,Entry Saturday,6955
Parsons Green,2013,Entry Sunday,4129
Parsons Green,2013,Exit Weekday,10116
Parsons Green,2013,Exit Saturday,6342
Parsons Green,2013,Exit Sunday,4022
Parsons Green,2013,Annual Entry + Exit,6452463
Perivale,2013,Entry Weekday,3698
Perivale,2013,Entry Saturday,2420
Perivale,2013,Entry Sunday,1564
Perivale,2013,Exit Weekday,3507
Perivale,2013,Exit Saturday,2240
Perivale,2013,Exit Sunday,1466
Perivale,2013,Annual Entry + Exit,2243955
Piccadilly Circus,2013,Entry Weekday,58808
Piccadilly Circus,2013,Entry Saturday,70850
Piccadilly Circus,2013,Entry Sunday,41896
Piccadilly Circus,2013,Exit Weekday,57348
Piccadilly Circus,2013,Exit Saturday,73782
Piccadilly Circus,2013,Exit Sunday,39385
Piccadilly Circus,2013,Annual Entry + Exit,41703911
Pimlico,2013,Entry Weekday,16980
Pimlico,2013,Entry Saturday,10388
Pimlico,2013,Entry Sunday,7789
Pimlico,2013,Exit Weekday,15641
Pimlico,2013,Exit Saturday,9767
Pimlico,2013,Exit Sunday,7665
Pimlico,2013,Annual Entry + Exit,10212959
Pinner,2013,Entry Weekday,4491
Pinner,2013,Entry Saturday,2113
Pinner,2013,Entry Sunday,1394
Pinner,2013,Exit Weekday,4325
Pinner,2013,Exit Saturday,1972
Pinner,2013,Exit Sunday,1380
Pinner,2013,Annual Entry + Exit,2606534
Plaistow,2013,Entry Weekday,10096
Plaistow,2013,Entry Saturday,6647
Plaistow,2013,Entry Sunday,4870
Plaistow,2013,Exit Weekday,9629
Plaistow,2013,Exit Saturday,6408
Plaistow,2013,Exit Sunday,4917
Plaistow,2013,Annual Entry + Exit,6246718
Preston Road,2013,Entry Weekday,5278
Preston Road,2013,Entry Saturday,2859
Preston Road,2013,Entry Sunday,2298
Preston Road,2013,Exit Weekday,5026
Preston Road,2013,Exit Saturday,2613
Preston Road,2013,Exit Sunday,2155
Preston Road,2013,Annual Entry + Exit,3154183
Putney Bridge,2013,Entry Weekday,8998
Putney Bridge,2013,Entry Saturday,7200
Putney Bridge,2013,Entry Sunday,4672
Putney Bridge,2013,Exit Weekday,9325
Putney Bridge,2013,Exit Saturday,6860
Putney Bridge,2013,Exit Sunday,4763
Putney Bridge,2013,Annual Entry + Exit,5923504
Queen's Park,2013,Entry Weekday,9297
Queen's Park,2013,Entry Saturday,6142
Queen's Park,2013,Entry Sunday,4537
Queen's Park,2013,Exit Weekday,8297
Queen's Park,2013,Exit Saturday,5371
Queen's Park,2013,Exit Sunday,4414
Queen's Park,2013,Annual Entry + Exit,5578067
Queensbury,2013,Entry Weekday,6264
Queensbury,2013,Entry Saturday,3961
Queensbury,2013,Entry Sunday,2645
Queensbury,2013,Exit Weekday,6177
Queensbury,2013,Exit Saturday,3751
Queensbury,2013,Exit Sunday,2520
Queensbury,2013,Annual Entry + Exit,3853332
Queensway,2013,Entry Weekday,11781
Queensway,2013,Entry Saturday,12701
Queensway,2013,Entry Sunday,9779
Queensway,2013,Exit Weekday,12330
Queensway,2013,Exit Saturday,12876
Queensway,2013,Exit Sunday,9640
Queensway,2013,Annual Entry + Exit,8575808
Ravenscourt Park,2013,Entry Weekday,4653
Ravenscourt Park,2013,Entry Saturday,2842
Ravenscourt Park,2013,Entry Sunday,1815
Ravenscourt Park,2013,Exit Weekday,4347
Ravenscourt Park,2013,Exit Saturday,2559
Ravenscourt Park,2013,Exit Sunday,1737
Ravenscourt Park,2013,Annual Entry + Exit,2767420
Rayners Lane,2013,Entry Weekday,6734
Rayners Lane,2013,Entry Saturday,3987
Rayners Lane,2013,Entry Sunday,2563
Rayners Lane,2013,Exit Weekday,6594
Rayners Lane,2013,Exit Saturday,3813
Rayners Lane,2013,Exit Sunday,2592
Rayners Lane,2013,Annual Entry + Exit,4081729
Redbridge,2013,Entry Weekday,4455
Redbridge,2013,Entry Saturday,3007
Redbridge,2013,Entry Sunday,1978
Redbridge,2013,Exit Weekday,4067
Redbridge,2013,Exit Saturday,2596
Redbridge,2013,Exit Sunday,1829
Redbridge,2013,Annual Entry + Exit,2672035
Regent's Park,2013,Entry Weekday,5808
Regent's Park,2013,Entry Saturday,2957
Regent's Park,2013,Entry Sunday,2147
Regent's Park,2013,Exit Weekday,6661
Regent's Park,2013,Exit Saturday,3955
Regent's Park,2013,Exit Sunday,2610
Regent's Park,2013,Annual Entry + Exit,3794744
Richmond,2013,Entry Weekday,11797
Richmond,2013,Entry Saturday,10774
Richmond,2013,Entry Sunday,5676
Richmond,2013,Exit Weekday,12583
Richmond,2013,Exit Saturday,10463
Richmond,2013,Exit Sunday,5866
Richmond,2013,Annual Entry + Exit,7953442
Rickmansworth,2013,Entry Weekday,4058
Rickmansworth,2013,Entry Saturday,1728
Rickmansworth,2013,Entry Sunday,929
Rickmansworth,2013,Exit Weekday,3711
Rickmansworth,2013,Exit Saturday,1592
Rickmansworth,2013,Exit Sunday,864
Rickmansworth,2013,Annual Entry + Exit,2243984
Roding Valley,2013,Entry Weekday,472
Roding Valley,2013,Entry Saturday,177
Roding Valley,2013,Entry Sunday,88
Roding Valley,2013,Exit Weekday,351
Roding Valley,2013,Exit Saturday,154
Roding Valley,2013,Exit Sunday,86
Roding Valley,2013,Annual Entry + Exit,235697
Royal Oak,2013,Entry Weekday,4050
Royal Oak,2013,Entry Saturday,2352
Royal Oak,2013,Entry Sunday,1692
Royal Oak,2013,Exit Weekday,3856
Royal Oak,2013,Exit Saturday,2158
Royal Oak,2013,Exit Sunday,1637
Royal Oak,2013,Annual Entry + Exit,2431149
Ruislip,2013,Entry Weekday,2765
Ruislip,2013,Entry Saturday,1762
Ruislip,2013,Entry Sunday,1035
Ruislip,2013,Exit Weekday,2819
Ruislip,2013,Exit Saturday,1716
Ruislip,2013,Exit Sunday,995
Ruislip,2013,Annual Entry + Exit,1713378
Ruislip Gardens,2013,Entry Weekday,1777
Ruislip Gardens,2013,Entry Saturday,1200
Ruislip Gardens,2013,Entry Sunday,610
Ruislip Gardens,2013,Exit Weekday,1457
Ruislip Gardens,2013,Exit Saturday,989
Ruislip Gardens,2013,Exit Sunday,596
Ruislip Gardens,2013,Annual Entry + Exit,1003184
Ruislip Manor,2013,Entry Weekday,3011
Ruislip Manor,2013,Entry Saturday,1634
Ruislip Manor,2013,Entry Sunday,919
Ruislip Manor,2013,Exit Weekday,2929
Ruislip Manor,2013,Exit Saturday,1501
Ruislip Manor,2013,Exit Sunday,921
Ruislip Manor,2013,Annual Entry + Exit,1774400
Russell Square,2013,Entry Weekday,19464
Russell Square,2013,Entry Saturday,15553
Russell Square,2013,Entry Sunday,12191
Russell Square,2013,Exit Weekday,19719
Russell Square,2013,Exit Saturday,15802
Russell Square,2013,Exit Sunday,11669
Russell Square,2013,Annual Entry + Exit,12951499
Seven Sisters,2013,Entry Weekday,22739
Seven Sisters,2013,Entry Saturday,19138
Seven Sisters,2013,Entry Sunday,13965
Seven Sisters,2013,Exit Weekday,20929
Seven Sisters,2013,Exit Saturday,16214
Seven Sisters,2013,Exit Sunday,12783
Seven Sisters,2013,Annual Entry + Exit,14464440
Shepherd's Bush (Cen),2013,Entry Weekday,35477
Shepherd's Bush (Cen),2013,Entry Saturday,32202
Shepherd's Bush (Cen),2013,Entry Sunday,21053
Shepherd's Bush (Cen),2013,Exit Weekday,32748
Shepherd's Bush (Cen),2013,Exit Saturday,29832
Shepherd's Bush (Cen),2013,Exit Sunday,19379
Shepherd's Bush (Cen),2013,Annual Entry + Exit,22872181
Shepherd's Bush (H&C),2013,Entry Weekday,5477
Shepherd's Bush (H&C),2013,Entry Saturday,4741
Shepherd's Bush (H&C),2013,Entry Sunday,2914
Shepherd's Bush (H&C),2013,Exit Weekday,4926
Shepherd's Bush (H&C),2013,Exit Saturday,4224
Shepherd's Bush (H&C),2013,Exit Sunday,2856
Shepherd's Bush (H&C),2013,Annual Entry + Exit,3438569
Sloane Square,2013,Entry Weekday,25947
Sloane Square,2013,Entry Saturday,20435
Sloane Square,2013,Entry Sunday,12280
Sloane Square,2013,Exit Weekday,25539
Sloane Square,2013,Exit Saturday,20263
Sloane Square,2013,Exit Sunday,11754
Sloane Square,2013,Annual Entry + Exit,16560260
Snaresbrook,2013,Entry Weekday,4913
Snaresbrook,2013,Entry Saturday,2397
Snaresbrook,2013,Entry Sunday,1356
Snaresbrook,2013,Exit Weekday,3747
Snaresbrook,2013,Exit Saturday,2190
Snaresbrook,2013,Exit Sunday,1337
Snaresbrook,2013,Annual Entry + Exit,2588391
South Ealing,2013,Entry Weekday,5579
South Ealing,2013,Entry Saturday,3724
South Ealing,2013,Entry Sunday,2487
South Ealing,2013,Exit Weekday,5516
South Ealing,2013,Exit Saturday,3442
South Ealing,2013,Exit Sunday,2547
South Ealing,2013,Annual Entry + Exit,3476673
South Harrow,2013,Entry Weekday,3604
South Harrow,2013,Entry Saturday,2604
South Harrow,2013,Entry Sunday,1739
South Harrow,2013,Exit Weekday,3583
South Harrow,2013,Exit Saturday,2505
South Harrow,2013,Exit Sunday,1714
South Harrow,2013,Annual Entry + Exit,2287706
South Kensington,2013,Entry Weekday,48383
South Kensington,2013,Entry Saturday,43051
South Kensington,2013,Entry Sunday,33128
South Kensington,2013,Exit Weekday,47931
South Kensington,2013,Exit Saturday,43534
South Kensington,2013,Exit Sunday,32659
South Kensington,2013,Annual Entry + Exit,32751295
South Kenton,2013,Entry Weekday,1769
South Kenton,2013,Entry Saturday,999
South Kenton,2013,Entry Sunday,565
South Kenton,2013,Exit Weekday,1600
South Kenton,2013,Exit Saturday,916
South Kenton,2013,Exit Sunday,631
South Kenton,2013,Annual Entry + Exit,1022501
South Ruislip,2013,Entry Weekday,2947
South Ruislip,2013,Entry Saturday,2088
South Ruislip,2013,Entry Sunday,1170
South Ruislip,2013,Exit Weekday,2683
South Ruislip,2013,Exit Saturday,1887
South Ruislip,2013,Exit Sunday,1118
South Ruislip,2013,Annual Entry + Exit,1766082
South Wimbledon,2013,Entry Weekday,6462
South Wimbledon,2013,Entry Saturday,4008
South Wimbledon,2013,Entry Sunday,2454
South Wimbledon,2013,Exit Weekday,5759
South Wimbledon,2013,Exit Saturday,3782
South Wimbledon,2013,Exit Sunday,2480
South Wimbledon,2013,Annual Entry + Exit,3788099
South Woodford,2013,Entry Weekday,6660
South Woodford,2013,Entry Saturday,4469
South Woodford,2013,Entry Sunday,2455
South Woodford,2013,Exit Weekday,8284
South Woodford,2013,Exit Saturday,5068
South Woodford,2013,Exit Sunday,2862
South Woodford,2013,Annual Entry + Exit,4590459
Southfields,2013,Entry Weekday,9714
Southfields,2013,Entry Saturday,6973
Southfields,2013,Entry Sunday,4255
Southfields,2013,Exit Weekday,8632
Southfields,2013,Exit Saturday,5792
Southfields,2013,Exit Sunday,3959
Southfields,2013,Annual Entry + Exit,5789944
Southgate,2013,Entry Weekday,8494
Southgate,2013,Entry Saturday,5843
Southgate,2013,Entry Sunday,3672
Southgate,2013,Exit Weekday,8658
Southgate,2013,Exit Saturday,5754
Southgate,2013,Exit Sunday,3851
Southgate,2013,Annual Entry + Exit,5386357
Southwark,2013,Entry Weekday,22904
Southwark,2013,Entry Saturday,9393
Southwark,2013,Entry Sunday,5949
Southwark,2013,Exit Weekday,23387
Southwark,2013,Exit Saturday,10512
Southwark,2013,Exit Sunday,6096
Southwark,2013,Annual Entry + Exit,13457338
St. James's Park,2013,Entry Weekday,26909
St. James's Park,2013,Entry Saturday,7622
St. James's Park,2013,Entry Sunday,5209
St. James's Park,2013,Exit Weekday,25756
St. James's Park,2013,Exit Saturday,7336
St. James's Park,2013,Exit Sunday,5368
St. James's Park,2013,Annual Entry + Exit,14726104
St. John's Wood,2013,Entry Weekday,11664
St. John's Wood,2013,Entry Saturday,7586
St. John's Wood,2013,Entry Sunday,4864
St. John's Wood,2013,Exit Weekday,11688
St. John's Wood,2013,Exit Saturday,7491
St. John's Wood,2013,Exit Sunday,4923
St. John's Wood,2013,Annual Entry + Exit,7269493
St. Paul's,2013,Entry Weekday,27192
St. Paul's,2013,Entry Saturday,13267
St. Paul's,2013,Entry Sunday,9145
St. Paul's,2013,Exit Weekday,28156
St. Paul's,2013,Exit Saturday,13274
St. Paul's,2013,Exit Sunday,8752
St. Paul's,2013,Annual Entry + Exit,16439099
Stamford Brook,2013,Entry Weekday,4470
Stamford Brook,2013,Entry Saturday,2826
Stamford Brook,2013,Entry Sunday,1719
Stamford Brook,2013,Exit Weekday,4203
Stamford Brook,2013,Exit Saturday,2455
Stamford Brook,2013,Exit Sunday,1605
Stamford Brook,2013,Annual Entry + Exit,2664997
Stanmore,2013,Entry Weekday,5688
Stanmore,2013,Entry Saturday,3615
Stanmore,2013,Entry Sunday,2631
Stanmore,2013,Exit Weekday,5637
Stanmore,2013,Exit Saturday,3440
Stanmore,2013,Exit Sunday,2637
Stanmore,2013,Annual Entry + Exit,3542897
Stepney Green,2013,Entry Weekday,8440
Stepney Green,2013,Entry Saturday,5645
Stepney Green,2013,Entry Sunday,3859
Stepney Green,2013,Exit Weekday,7465
Stepney Green,2013,Exit Saturday,4707
Stepney Green,2013,Exit Sunday,3601
Stepney Green,2013,Annual Entry + Exit,5002409
Stockwell,2013,Entry Weekday,16796
Stockwell,2013,Entry Saturday,11308
Stockwell,2013,Entry Sunday,7838
Stockwell,2013,Exit Weekday,12709
Stockwell,2013,Exit Saturday,9366
Stockwell,2013,Exit Sunday,7162
Stockwell,2013,Annual Entry + Exit,9424813
Stonebridge Park,2013,Entry Weekday,4205
Stonebridge Park,2013,Entry Saturday,2494
Stonebridge Park,2013,Entry Sunday,1790
Stonebridge Park,2013,Exit Weekday,4040
Stonebridge Park,2013,Exit Saturday,2410
Stonebridge Park,2013,Exit Sunday,1657
Stonebridge Park,2013,Annual Entry + Exit,2544366
Stratford,2013,Entry Weekday,80455
Stratford,2013,Entry Saturday,83432
Stratford,2013,Entry Sunday,55245
Stratford,2013,Exit Weekday,76757
Stratford,2013,Exit Saturday,78651
Stratford,2013,Exit Sunday,51541
Stratford,2013,Annual Entry + Exit,54503326
Sudbury Hill,2013,Entry Weekday,3269
Sudbury Hill,2013,Entry Saturday,2094
Sudbury Hill,2013,Entry Sunday,1322
Sudbury Hill,2013,Exit Weekday,3216
Sudbury Hill,2013,Exit Saturday,1973
Sudbury Hill,2013,Exit Sunday,1318
Sudbury Hill,2013,Annual Entry + Exit,2007949
Sudbury Town,2013,Entry Weekday,3377
Sudbury Town,2013,Entry Saturday,2303
Sudbury Town,2013,Entry Sunday,1596
Sudbury Town,2013,Exit Weekday,2911
Sudbury Town,2013,Exit Saturday,1852
Sudbury Town,2013,Exit Sunday,1326
Sudbury Town,2013,Annual Entry + Exit,1979322
Swiss Cottage,2013,Entry Weekday,12844
Swiss Cottage,2013,Entry Saturday,8692
Swiss Cottage,2013,Entry Sunday,6123
Swiss Cottage,2013,Exit Weekday,11976
Swiss Cottage,2013,Exit Saturday,7976
Swiss Cottage,2013,Exit Sunday,5536
Swiss Cottage,2013,Annual Entry + Exit,7834077
Temple,2013,Entry Weekday,13473
Temple,2013,Entry Saturday,5341
Temple,2013,Entry Sunday,2904
Temple,2013,Exit Weekday,14179
Temple,2013,Exit Saturday,5905
Temple,2013,Exit Sunday,2882
Temple,2013,Annual Entry + Exit,7922122
Theydon Bois,2013,Entry Weekday,1401
Theydon Bois,2013,Entry Saturday,937
Theydon Bois,2013,Entry Sunday,421
Theydon Bois,2013,Exit Weekday,1299
Theydon Bois,2013,Exit Saturday,835
Theydon Bois,2013,Exit Sunday,404
Theydon Bois,2013,Annual Entry + Exit,823919
Tooting Bec,2013,Entry Weekday,11454
Tooting Bec,2013,Entry Saturday,8109
Tooting Bec,2013,Entry Sunday,5434
Tooting Bec,2013,Exit Weekday,10265
Tooting Bec,2013,Exit Saturday,6791
Tooting Bec,2013,Exit Sunday,5281
Tooting Bec,2013,Annual Entry + Exit,6901892
Tooting Broadway,2013,Entry Weekday,21302
Tooting Broadway,2013,Entry Saturday,16015
Tooting Broadway,2013,Entry Sunday,10695
Tooting Broadway,2013,Exit Weekday,20847
Tooting Broadway,2013,Exit Saturday,14574
Tooting Broadway,2013,Exit Sunday,10503
Tooting Broadway,2013,Annual Entry + Exit,13505007
Tottenham Court Road,2013,Entry Weekday,59073
Tottenham Court Road,2013,Entry Saturday,46929
Tottenham Court Road,2013,Entry Sunday,28928
Tottenham Court Road,2013,Exit Weekday,58396
Tottenham Court Road,2013,Exit Saturday,48216
Tottenham Court Road,2013,Exit Sunday,28633
Tottenham Court Road,2013,Annual Entry + Exit,38063296
Tottenham Hale,2013,Entry Weekday,15853
Tottenham Hale,2013,Entry Saturday,12363
Tottenham Hale,2013,Entry Sunday,8638
Tottenham Hale,2013,Exit Weekday,16243
Tottenham Hale,2013,Exit Saturday,11212
Tottenham Hale,2013,Exit Sunday,7881
Tottenham Hale,2013,Annual Entry + Exit,10320809
Totteridge & Whetstone,2013,Entry Weekday,3466
Totteridge & Whetstone,2013,Entry Saturday,1637
Totteridge & Whetstone,2013,Entry Sunday,998
Totteridge & Whetstone,2013,Exit Weekday,3150
Totteridge & Whetstone,2013,Exit Saturday,1457
Totteridge & Whetstone,2013,Exit Sunday,968
Totteridge & Whetstone,2013,Annual Entry + Exit,1950730
Tower Hill,2013,Entry Weekday,34187
Tower Hill,2013,Entry Saturday,31219
Tower Hill,2013,Entry Sunday,22788
Tower Hill,2013,Exit Weekday,34399
Tower Hill,2013,Exit Saturday,33461
Tower Hill,2013,Exit Sunday,22962
Tower Hill,2013,Annual Entry + Exit,23414868
Tufnell Park,2013,Entry Weekday,6510
Tufnell Park,2013,Entry Saturday,5116
Tufnell Park,2013,Entry Sunday,3381
Tufnell Park,2013,Exit Weekday,5715
Tufnell Park,2013,Exit Saturday,4009
Tufnell Park,2013,Exit Sunday,2928
Tufnell Park,2013,Annual Entry + Exit,3939656
Turnham Green,2013,Entry Weekday,9744
Turnham Green,2013,Entry Saturday,6895
Turnham Green,2013,Entry Sunday,4358
Turnham Green,2013,Exit Weekday,9903
Turnham Green,2013,Exit Saturday,6496
Turnham Green,2013,Exit Sunday,4599
